timestamp,cpu_total,cpu_user,cpu_nice,cpu_system,cpu_idle,cpu_iowait,cpu_irq,cpu_softirq,cpu_steal,cpu_guest,cpu_guest_nice,cpu_time_since_update,cpu_cpucore,cpu_ctx_switches,cpu_interrupts,cpu_soft_interrupts,cpu_syscalls,mem_total,mem_available,mem_percent,mem_used,mem_free,mem_active,mem_inactive,mem_buffers,mem_cached,mem_shared,load_min1,load_min5,load_min15,load_cpucore,num,map,index,run
2024-07-19 20:33:31,5.8,5.0,0.0,1.2,93.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0052740573883057,16.0,272.0,2074.0,301.0,0.0,8299368448.0,6814232576.0,17.9,1485135872.0,6814232576.0,151478272.0,927375360.0,9981952.0,523673600.0,44056576.0,0.568359375,0.7373046875,0.6552734375,16.0,10000000.0,hash_map,1.0,2.0
2024-07-19 20:33:32,5.8,5.2,0.0,1.1,93.7,0.0,0.0,0.0,0.0,0.0,0.0,1.001044988632202,16.0,262.0,2014.0,235.0,0.0,8299368448.0,6813978624.0,17.9,1485389824.0,6813978624.0,151490560.0,927404032.0,9981952.0,523677696.0,44056576.0,0.568359375,0.7373046875,0.6552734375,16.0,10000000.0,hash_map,1.0,2.0
2024-07-19 20:33:33,7.4,5.1,0.0,4.7,90.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0009260177612305,16.0,289.0,2194.0,280.0,0.0,8299368448.0,6666633216.0,19.7,1632735232.0,6666633216.0,151490560.0,927412224.0,9981952.0,523677696.0,44056576.0,0.568359375,0.7373046875,0.6552734375,16.0,10000000.0,hash_map,1.0,2.0
2024-07-19 20:33:43,5.9,4.9,0.0,1.5,93.7,0.0,0.0,0.0,0.0,0.0,0.0,1.005632400512695,16.0,293.0,2101.0,261.0,0.0,8299368448.0,6808981504.0,18.0,1490386944.0,6808981504.0,151461888.0,927612928.0,9973760.0,523636736.0,44064768.0,0.5546875,0.72900390625,0.6533203125,16.0,10000000.0,hash_map,1.0,3.0
2024-07-19 20:33:44,5.9,5.3,0.0,1.1,93.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0006945133209229,16.0,267.0,2052.0,287.0,0.0,8299368448.0,6808985600.0,18.0,1490382848.0,6808985600.0,151465984.0,927633408.0,9973760.0,523640832.0,44064768.0,0.6708984375,0.75048828125,0.66064453125,16.0,10000000.0,hash_map,1.0,3.0
2024-07-19 20:33:45,7.4,5.2,0.0,4.4,90.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0007061958312988,16.0,323.0,2240.0,331.0,0.0,8299368448.0,6655754240.0,19.8,1643614208.0,6655754240.0,151457792.0,924397568.0,9973760.0,523640832.0,44064768.0,0.6708984375,0.75048828125,0.66064453125,16.0,10000000.0,hash_map,1.0,3.0
2024-07-19 20:34:08,5.9,5.3,0.0,1.0,93.6,0.0,0.0,0.1,0.0,0.0,0.0,1.0047931671142578,16.0,277.0,2092.0,323.0,0.0,8299368448.0,6810447872.0,17.9,1488920576.0,6810447872.0,151310336.0,927121408.0,9924608.0,523640832.0,44072960.0,0.62158203125,0.73388671875,0.65673828125,16.0,10000000.0,hash_map,1.0,5.0
2024-07-19 20:34:09,5.9,5.0,0.0,1.2,93.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0005464553833008,16.0,244.0,2023.0,288.0,0.0,8299368448.0,6810451968.0,17.9,1488916480.0,6810451968.0,151314432.0,927141888.0,9924608.0,523644928.0,44072960.0,0.732421875,0.75537109375,0.6640625,16.0,10000000.0,hash_map,1.0,5.0
2024-07-19 20:34:10,7.3,5.4,0.0,3.9,90.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0006310939788818,16.0,395.0,2282.0,378.0,0.0,8299368448.0,6675767296.0,19.6,1623601152.0,6675767296.0,151351296.0,923824128.0,9924608.0,523644928.0,44072960.0,0.732421875,0.75537109375,0.6640625,16.0,10000000.0,hash_map,1.0,5.0
2024-07-19 20:33:56,5.9,5.1,0.0,1.2,93.6,0.0,0.0,0.0,0.0,0.0,0.0,1.004852294921875,16.0,329.0,2102.0,295.0,0.0,8299368448.0,6810062848.0,17.9,1489305600.0,6810062848.0,151539712.0,927014912.0,10031104.0,523780096.0,44068864.0,0.6474609375,0.7421875,0.65869140625,16.0,10000000.0,hash_map,1.0,4.0
2024-07-19 20:33:57,5.9,5.1,0.0,1.1,93.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0006067752838137,16.0,236.0,2032.0,258.0,0.0,8299368448.0,6810066944.0,17.9,1489301504.0,6810066944.0,151543808.0,927092736.0,10031104.0,523784192.0,44068864.0,0.6474609375,0.7421875,0.65869140625,16.0,10000000.0,hash_map,1.0,4.0
2024-07-19 20:33:58,7.4,5.1,0.0,4.4,90.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0007438659667969,16.0,287.0,2192.0,273.0,0.0,8299368448.0,6643884032.0,19.9,1655484416.0,6643884032.0,151543808.0,927137792.0,10031104.0,523784192.0,44068864.0,0.6474609375,0.7421875,0.65869140625,16.0,10000000.0,hash_map,1.0,4.0
2024-07-19 20:33:18,5.7,5.2,0.0,1.2,93.7,0.0,0.0,0.0,0.0,0.0,0.0,1.005479335784912,16.0,268.0,2084.0,291.0,0.0,8299368448.0,6810193920.0,17.9,1489174528.0,6810193920.0,151363584.0,928178176.0,9871360.0,524242944.0,44056576.0,0.453125,0.7236328125,0.64990234375,16.0,10000000.0,hash_map,1.0,1.0
2024-07-19 20:33:19,5.7,5.3,0.0,1.0,93.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0007951259613037,16.0,200.0,2002.0,203.0,0.0,8299368448.0,6810198016.0,17.9,1489170432.0,6810198016.0,151367680.0,928268288.0,9871360.0,524247040.0,44056576.0,0.453125,0.7236328125,0.64990234375,16.0,10000000.0,hash_map,1.0,1.0
2024-07-19 20:33:20,7.3,5.4,0.0,3.8,90.8,0.0,0.0,0.0,0.0,0.0,0.0,1.001098394393921,16.0,311.0,2186.0,275.0,0.0,8299368448.0,6687367168.0,19.4,1612001280.0,6687367168.0,151367680.0,928272384.0,9871360.0,524247040.0,44056576.0,0.5771484375,0.7451171875,0.6572265625,16.0,10000000.0,hash_map,1.0,1.0
2024-07-19 20:33:21,7.3,5.3,0.0,7.3,87.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0008134841918943,16.0,305.0,2358.0,376.0,0.0,8299368448.0,6533058560.0,21.3,1766309888.0,6533058560.0,151371776.0,925065216.0,9883648.0,524247040.0,44056576.0,0.5771484375,0.7451171875,0.6572265625,16.0,10000000.0,hash_map,1.0,1.0
,1.5999999999999996,0.20000000000000018,0.0,6.3,6.200000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0046842098236083984,0.0,111.0,356.0,173.0,0.0,0.0,277139456.0,3.400000000000002,277139456.0,277139456.0,8192.0,3207168.0,12288.0,4096.0,0.0,0.1240234375,0.021484375,0.00732421875,0.0,0.0,,0.0,0.0
,1.6000000000000005,0.20000000000000018,0.0,3.6,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.004348039627075195,0.0,27.0,180.0,66.0,0.0,0.0,147599360.0,1.8000000000000007,147599360.0,147599360.0,12288.0,36864.0,0.0,4096.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
,1.5,0.39999999999999947,0.0,3.3000000000000003,3.299999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.004937887191772239,0.0,56.0,188.0,70.0,0.0,0.0,153231360.0,1.8000000000000007,153231360.0,153231360.0,8192.0,3235840.0,0.0,4096.0,0.0,0.1162109375,0.021484375,0.00732421875,0.0,0.0,,0.0,0.0
,1.5,0.0,0.0,3.3000000000000003,3.200000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.004245519638061301,0.0,93.0,160.0,37.0,0.0,0.0,166182912.0,2.0,166182912.0,166182912.0,4096.0,122880.0,0.0,4096.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
,1.3999999999999995,0.40000000000000036,0.0,2.9,3.0999999999999943,0.0,0.0,0.1,0.0,0.0,0.0,0.004246711730957031,0.0,151.0,259.0,90.0,0.0,0.0,134684672.0,1.7000000000000028,134684672.0,134684672.0,40960.0,3317760.0,0.0,4096.0,0.0,0.11083984375,0.021484375,0.00732421875,0.0,0.0,,0.0,0.0
,1.52,0.24000000000000005,0.0,3.88,3.8599999999999994,0.0,0.0,0.02,0.0,0.0,0.0,0.004492473602294833,0.0,87.6,228.6,87.2,0.0,0.0,175767552.0,2.1400000000000015,175767552.0,175767552.0,14745.6,1984102.4,2457.6,4096.0,0.0,0.07021484375,0.012890625,0.00439453125,0.0,0.0,,0.0,0.0
