timestamp,cpu_total,cpu_user,cpu_nice,cpu_system,cpu_idle,cpu_iowait,cpu_irq,cpu_softirq,cpu_steal,cpu_guest,cpu_guest_nice,cpu_time_since_update,cpu_cpucore,cpu_ctx_switches,cpu_interrupts,cpu_soft_interrupts,cpu_syscalls,mem_total,mem_available,mem_percent,mem_used,mem_free,mem_active,mem_inactive,mem_buffers,mem_cached,mem_shared,load_min1,load_min5,load_min15,load_cpucore,num,map,index,run
2024-07-19 20:35:43,5.8,5.1,0.0,1.2,93.6,0.0,0.0,0.1,0.0,0.0,0.0,1.004652976989746,16.0,286.0,2027.0,293.0,0.0,8299368448.0,6810353664.0,17.9,1489014784.0,6810353664.0,151777280.0,927723520.0,10493952.0,523980800.0,44081152.0,3.60205078125,1.701171875,1.00732421875,16.0,10000000.0,hash_map,2.0,2.0
2024-07-19 20:35:44,5.8,5.0,0.0,1.3,93.7,0.0,0.0,0.0,0.0,0.0,0.0,1.001018524169922,16.0,297.0,2060.0,272.0,0.0,8299368448.0,6810386432.0,17.9,1488982016.0,6810386432.0,151822336.0,927731712.0,10493952.0,523984896.0,44081152.0,3.4736328125,1.70654296875,1.0126953125,16.0,10000000.0,hash_map,2.0,2.0
2024-07-19 20:35:45,7.1,5.2,0.0,3.4,91.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0009074211120603,16.0,281.0,2106.0,275.0,0.0,8299368448.0,6686007296.0,19.4,1613361152.0,6686007296.0,151822336.0,927772672.0,10493952.0,523984896.0,44081152.0,3.4736328125,1.70654296875,1.0126953125,16.0,10000000.0,hash_map,2.0,2.0
2024-07-19 20:35:46,7.1,4.9,0.0,7.7,87.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0011413097381592,16.0,308.0,2346.0,405.0,0.0,8299368448.0,6485245952.0,21.9,1814122496.0,6485245952.0,151822336.0,925155328.0,10506240.0,523972608.0,44081152.0,3.4736328125,1.70654296875,1.0126953125,16.0,10000000.0,hash_map,2.0,2.0
2024-07-19 20:35:47,7.1,5.1,0.0,7.4,87.4,0.0,0.0,0.1,0.0,0.0,0.0,1.0012755393981934,16.0,258.0,2509.0,506.0,0.0,8299368448.0,6484992000.0,21.9,1814376448.0,6484992000.0,151814144.0,924545024.0,10506240.0,523993088.0,44085248.0,3.4736328125,1.70654296875,1.0126953125,16.0,10000000.0,hash_map,2.0,2.0
2024-07-19 20:35:48,12.5,5.0,0.0,7.4,87.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0010836124420166,16.0,256.0,2444.0,516.0,0.0,8299368448.0,6484992000.0,21.9,1814376448.0,6484992000.0,151814144.0,924610560.0,10506240.0,523993088.0,44085248.0,3.4736328125,1.70654296875,1.0126953125,16.0,10000000.0,hash_map,2.0,2.0
2024-07-19 20:35:49,12.5,5.1,0.0,7.4,87.4,0.0,0.0,0.1,0.0,0.0,0.0,1.0004639625549316,16.0,215.0,2499.0,483.0,0.0,8299368448.0,6484992000.0,21.9,1814376448.0,6484992000.0,151814144.0,924610560.0,10506240.0,523993088.0,44085248.0,3.51611328125,1.74462890625,1.02880859375,16.0,10000000.0,hash_map,2.0,2.0
2024-07-19 20:35:50,12.5,4.9,0.0,7.7,87.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0009291172027588,16.0,198.0,2415.0,481.0,0.0,8299368448.0,6484992000.0,21.9,1814376448.0,6484992000.0,151814144.0,924610560.0,10506240.0,523993088.0,44085248.0,3.51611328125,1.74462890625,1.02880859375,16.0,10000000.0,hash_map,2.0,2.0
2024-07-19 20:35:51,12.6,4.6,0.0,7.9,87.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0007965564727783,16.0,194.0,2473.0,466.0,0.0,8299368448.0,6484992000.0,21.9,1814376448.0,6484992000.0,151814144.0,924610560.0,10506240.0,523993088.0,44085248.0,3.51611328125,1.74462890625,1.02880859375,16.0,10000000.0,hash_map,2.0,2.0
2024-07-19 20:35:52,12.6,4.8,0.0,7.7,87.5,0.0,0.0,0.0,0.0,0.0,0.0,1.001387119293213,16.0,252.0,2497.0,499.0,0.0,8299368448.0,6484992000.0,21.9,1814376448.0,6484992000.0,151814144.0,924610560.0,10514432.0,523984896.0,44085248.0,3.51611328125,1.74462890625,1.02880859375,16.0,10000000.0,hash_map,2.0,2.0
2024-07-19 20:35:53,12.6,4.8,0.0,7.8,87.4,0.0,0.0,0.1,0.0,0.0,0.0,1.000859022140503,16.0,212.0,2432.0,476.0,0.0,8299368448.0,6484992000.0,21.9,1814376448.0,6484992000.0,151814144.0,924651520.0,10514432.0,523993088.0,44085248.0,3.51611328125,1.74462890625,1.02880859375,16.0,10000000.0,hash_map,2.0,2.0
2024-07-19 20:35:54,12.6,4.9,0.0,7.7,87.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0011470317840576,16.0,245.0,2520.0,501.0,0.0,8299368448.0,6484992000.0,21.9,1814376448.0,6484992000.0,151814144.0,924651520.0,10514432.0,523993088.0,44085248.0,3.63525390625,1.798828125,1.05029296875,16.0,10000000.0,hash_map,2.0,2.0
2024-07-19 20:35:55,12.6,4.9,0.0,7.6,87.4,0.0,0.0,0.1,0.0,0.0,0.0,1.0009877681732178,16.0,200.0,2428.0,455.0,0.0,8299368448.0,6484992000.0,21.9,1814376448.0,6484992000.0,151814144.0,924651520.0,10514432.0,523993088.0,44085248.0,3.63525390625,1.798828125,1.05029296875,16.0,10000000.0,hash_map,2.0,2.0
